CCG Code,Practice Code,Practice Name,GP Prevalence
03L,C87608,SHAKESPEARE ROAD SURGERY,8.8
03L,C87621,BROOM VALLEY ROAD SURGERY,8.8
03L,C87005,ST. ANN'S MEDICAL CENTRE,7.3
03L,C87010,YORK ROAD SURGERY,7.3
03L,C87031,DR SHRIVASTAVA'S PRACTICE,7.1
03L,C87019,WATH HEALTH CENTRE,6.9
03L,C87003,WOODSTOCK BOWER GROUP PRACTICE,6.6
03L,C87006,KILNHURST SURGERY,6.5
03L,C87030,CROWN STREET SURGERY,6.5
03L,C87618,DR MB ZUBAIRU'S PRACTICE,6.4
03K,B81648,BHORCHI GR,8.0
03K,B81630,HAYES GJ,7.2
03K,B81045,ASHBY TURN PRIMARY CARE PARTNERS,7.0
03K,B81686,BALASANTHIRAN S,7.0
03K,B81064,MELROSE JR,7.0
03K,B81109,RIVERSIDE SURGERY,6.8
03K,B81628,VORA A,6.6
03K,B81065,TRENT VIEW MEDICAL PRACTICE,6.6
03K,B81113,CEDAR MEDICAL PRACTICE,6.5
03K,B81063,BRIDGE STREET SURGERY,6.4
03J,B85055,WEST PARK SURGERY,9.4
03J,B85652,THE NEW BREWERY LANE SURGERY,9.1
03J,B85041,MOUNT PLEASANT MEDICAL CENTRE,9.1
03J,B85606,SLAITHWAITE ROAD SURGERY,8.7
03J,B85650,RAVENSTHORPE HEALTH CENTRE,8.4
03J,B85009,DR CHANDRA & PARTNERS,7.7
03J,B85629,DR T UNNIKRISHNAN'S PRACTICE,7.4
03J,B85621,GREENSIDE SURGERY,7.0
03J,B85004,HALIFAX ROAD SURGERY,6.9
03J,B85018,GROVE HOUSE SURGERY,6.8
03H,B81642,ZARO MA,8.3
03H,B81102,BANERJEE S,7.7
03H,B81664,HUMBERVIEW SURGERY,7.6
03H,B81023,THE CHANTRY HEALTH GROUP,7.3
03H,B81606,STIRLING MEDICAL CENTRE (MATHEWS),7.3
03H,B81039,THE ROXTON PRACTICE,7.2
03H,B81055,SHARMA RP,6.9
03H,B81003,BEACON MEDICAL,6.8
03H,B81030,SCARTHO MEDICAL CENTRE,6.7
03H,B81655,BEDI NPS,6.5
03G,B86103,CONWAY MEDICAL CENTRE,9.1
03G,B86633,DR A KHAN & K MUNEER,7.9
03G,B86061,HAREHILLS CORNER SURGERY,7.6
03G,Y00683,GRANGE MEDICARE - SWILLINGTON HP,7.4
03G,B86037,RADSHAN MEDICAL CENTRE,7.0
03G,B86055,ASHFIELD MEDICAL CENTRE,6.8
03G,B86062,THE MEDICAL CENTRE,6.6
03G,B86054,THE GARDEN SURGERY,6.5
03G,B86092,KIPPAX HALL SURGERY,6.4
03G,B86012,LEEDS CITY MEDICAL PRACTICE,6.3
03F,Y02748,HAXBY ORCHARD PARK SURGERY,9.7
03F,B81080,DR GS MALCZEWSKI'S PRACTICE,8.4
03F,B81038,J MILLER & PARTNERS,7.3
03F,Y02786,PRIORY SURGERY,7.3
03F,B81040,DR JAD WEIR & PARTNERS,6.9
03F,B81683,DR AS RAGHUNATH AND PTNRS,6.9
03F,B81053,DIADEM MEDICAL PRACTICE,6.9
03F,B81027,ST. ANDREWS GROUP PRACTICE,6.8
03F,B81074,DR AK REJ,6.8
03F,B81054,VARMA MJP,6.6
03E,B82036,DR FLETCHER & PTRS,5.4
03E,B82032,CHURCH LANE SURGERY,5.2
03E,B82069,BEECH HOUSE SURGERY,5.1
03E,B82060,EASTGATE MEDICAL GROUP,5.0
03E,B82059,DR DF BANNATYNE & PARTNERS,4.9
03E,B82008,NORTH HOUSE SURGERY,4.9
03E,B82016,EAST PARADE SURGERY,4.8
03E,B82010,DR BURTON & PARTNERS,4.8
03E,B82004,NIDDERDALE GROUP PRACTICE,4.5
03E,B82030,DR AKESTER & PARTNERS,4.3
03D,B82023,CATTERICK VILLAGE SURGERY,6.4
03D,B82035,SCORTON MEDICAL CENTRE,6.0
03D,B82042,LAMBERT MEDICAL CENTRE,5.9
03D,B82046,STAITHES SURGERY,5.7
03D,B82066,GLEBE HOUSE SURGERY,5.7
03D,B82606,SANDSEND SURGERY,5.5
03D,B82078,LEYBURN MEDICAL PRACTICE,5.3
03D,B82050,MOWBRAY HOUSE SURGERY,5.3
03D,B82049,THIRSK DOCTORS SURGERY,5.2
03D,B82044,STOKESLEY SURGERY,5.1
03C,B86094,THE GABLES SURGERY,6.0
03C,B86028,DR CA HICKS' PRACTICE,5.9
03C,B86101,GILDERSOME HEALTH CENTRE,5.8
03C,B86024,PRIORY VIEW MEDICAL CENTRE,5.7
03C,B86018,PUDSEY HEALTH CENTRE,5.6
03C,B86060,THORNTON MEDICAL CENTRE,5.5
03C,B86058,DR KW MCGECHAEN & PARTNER,5.4
03C,B86065,MOOR GRANGE,5.4
03C,B86015,MANOR PARK SURGERY,5.3
03C,B86004,HIGHFIELD SURGERY,5.3
03A,B85611,DR HANDA & PARTNER,8.5
03A,B85625,DR REDDY & PARTNER,8.0
03A,B85623,MARSH SURGERY,7.0
03A,B85060,DR WYBREW & PARTNER,7.0
03A,B85028,THE GRANGE GROUP PRACTICE,6.9
03A,B85040,DR TAYLOR & PARTNERS,6.5
03A,B85641,LOCKWOOD & CROSLAND MOOR GROUP PRACTICE,6.3
03A,B85036,DR BOULTON AND PARTNERS,6.3
03A,B85016,MELTHAM ROAD SURGERY,6.2
03A,B85048,WOODHOUSE HILL SURGERY,6.0
02Y,B81069,"PRACTICE 3, MEDICAL CENTRE, BRIDLINGTON",8.6
02Y,B81006,"MANOR HOUSE SURGERY, BRIDLINGTON",8.2
02Y,B81025,SOUTH HOLDERNESS MEDICAL PRACTICE,8.2
02Y,B81004,"EASTGATE MEDICAL GROUP, HORNSEA",7.6
02Y,B81060,FIELD HOUSE SURGERY,7.4
02Y,B81014,"PRACTICE 2, MEDICAL CENTRE, BRIDLINGTON",7.2
02Y,Y02656,GP ACCESS CENTRE AT BRIDLINGTON,7.2
02Y,B81050,HEDON GROUP PRACTICE,7.1
02Y,B81070,"PRACTICE 1, MEDICAL CENTRE, BRIDLINGTON",7.0
02Y,B81120,DRS KELLY AND BAWN,6.7
02X,C86621,WEST END CLINIC,8.0
02X,C86021,WHITEHOUSE FARM MEDICAL CENTRE,8.0
02X,C86037,FIELD ROAD SURGERY,7.8
02X,C86030,THE PHOENIX MEDICAL PRACTICE,7.7
02X,C86616,CHURCH VIEW SURGERY,7.6
02X,C86018,NORTHFIELD SURGERY,7.6
02X,C86005,DR KIRUPANANTHAM AND PARTNERS,7.6
02X,C86001,CARCROFT DOCTORS GROUP,7.5
02X,C86003,THE HEATHFIELD CENTRE,7.5
02X,C86015,THE ROSSINGTON PRACTICE,7.4
02W,B83621,DR A AZAM & PARTNERS,9.8
02W,B83058,THE AVICENNA MEDICAL PRACTICE,9.5
02W,B83661,DR MI MALIK,9.3
02W,B83626,VALLEY VIEW SURGERY,9.1
02W,B83660,BILTON MEDICAL CENTRE,9.0
02W,B83026,PRIMROSE SURGERY,8.9
02W,B83629,PEEL PARK SURGERY,8.6
02W,B83025,LITTLE HORTON LANE MEDICAL CENTRE-MALL,8.6
02W,B83052,KENSINGTON ST HC - WILSON,8.4
02W,B83628,ALICE STREET SURGERY,8.4
02V,B86090,WOODLANDS SURGERY,9.7
02V,B86031,WESTFIELD MEDICAL CENTRE,9.0
02V,B86651,ONE MEDICARE LLP,8.9
02V,B86070,THE THAKUR PRACTICE,6.4
02V,B86026,THE LODGE MEDICAL CENTRE,6.1
02V,B86023,THE AVENUE SURGERY,5.9
02V,B86673,BRAMHAM MEDICAL CENTRE,5.9
02V,B86108,CHAPELTOWN FAMILY SURGERY,5.8
02V,B86022,CHAPELOAK SURGERY,5.7
02V,B86107,MOORCROFT SURGERY,5.5
02T,Y03112,MEADOW DALE GROUP PRACTICE,9.7
02T,B84002,QUEENS ROAD SURGERY,9.1
02T,B84612,LISTER LANE SURGERY,7.9
02T,B84012,SPRING HALL GROUP PRACTICE,7.1
02T,B84017,BURLEY STREET SURGERY,6.6
02T,B84016,BANKFIELD SURGERY,6.4
02T,B84006,TODMORDEN GROUP PRACTICE,5.9
02T,B84013,PLANE TREES GROUP PRACTICE,5.8
02T,B84019,DR CARSLEY AND PARTNERS,5.7
02T,B84021,KING CROSS PRACTICE,5.6
02R,B83641,ASHWELL MEDICAL CENTRE,9.9
02R,B83631,WOODHEAD ROAD SURGERY,9.4
02R,B83071,PHOENIX MEDICAL PRACTICE,8.3
02R,B83007,THE HEATON MEDICAL PRACTICE,8.3
02R,B83011,WOODROYD CENTRE,8.0
02R,B83055,THE RIDGE MEDICAL PRACTICE,7.9
02R,B83658,ROYDS HEALTHY LIVING CENTRE,7.7
02R,B83010,PARKLANDS MEDICAL PRACTICE,7.7
02R,B83038,LEYLANDS MEDICAL CENTRE,7.6
02R,B83035,HORTON PARK SURGERY - GAGUINE,7.6
02Q,C84094,RIVERSIDE HEALTH CENTRE,6.7
02Q,C84143,TALL TREES SURGERY,6.7
02Q,C84008,TUXFORD MEDICAL CENTRE,6.6
02Q,C84692,NORTH LEVERTON SURGERY,6.6
02Q,C84700,HARWORTH MEDICAL CENTRE,6.4
02Q,C84001,LARWOOD SURGERY,6.4
02Q,C84035,CROWN HOUSE SURGERY,6.2
02Q,C84101,BAWTRY AND BLYTH MEDICAL,5.9
02Q,C84013,BRIDGEGATE SURGERY,5.8
02Q,C84024,NEWGATE MEDICAL GROUP,5.7
02P,C85600,PARK STREET PRACTICE,8.3
02P,C85624,COPE STREET SURGERY,8.2
02P,C85012,GREAT HOUGHTON PRACTICE,8.1
02P,C85018,GRIMETHORPE SURGERY,8.0
02P,C85013,WOMBWELL PMS PRACTICE,7.6
02P,C85017,PARK GROVE SURGERY,7.5
02P,C85607,FIRST DUKE STREET HEALTH CENTRE PRACTICE,7.5
02P,C85008,HOYLAND FIRST PMS PRACTICE,7.4
02P,C85609,BRAMPTON HEALTH CENTRE PRACTICE,7.4
02P,C85619,ST. GEORGE'S MEDICAL CENTRE PMS PRACTICE,7.2
02N,B83021,FARFIELD GROUP PRACTICE,6.6
02N,B83008,LINGHOUSE MEDICAL CENTRE,6.1
02N,B82053,DYNELEY HOUSE SURGERY,6.1
02N,B82028,FISHER MEDICAL CENTRE,6.1
02N,B83033,KILMENY SURGERY,5.9
02N,B83006,SILSDEN GROUP PRACTICE,5.9
02N,B83027,HAWORTH MEDICAL PRACTICE,5.8
02N,B83620,ADDINGHAM SURGERY,5.7
02N,B83023,HOLYCROFT SURGERY,5.6
02N,B83061,OAKWORTH HEALTH CENTRE,5.2
02M,P81690,BELLE VUE SURGERY,8.3
02M,P81742,BEECHWOOD SURGERY,7.9
02M,P81087,THE OVER-WYRE MEDICAL CENTRE,7.7
02M,P81745,WAVERLEY SURGERY,7.1
02M,P81086,BROADWAY MEDICAL CENTRE 1,7.1
02M,P81737,THE OLD LINKS SURGERY,7.0
02M,P81037,ANSDELL MEDICAL CENTRE,6.5
02M,P81210,PARK ROAD MEDICAL PRACTICE,6.5
02M,P81133,THE VILLAGE PRACTICE,6.3
02M,P81089,THE MOUNT VIEW PRACTICE,6.1
02H,P92643,DAS DN,8.6
02H,P92633,HATIKAKOTY N,7.6
02H,P92021,DR BEZZINA & PARTNERS,7.4
02H,Y02378,DR ALISTAIR ASHTON,7.4
02H,P92006,DR AHMAD & PARTNERS,7.4
02H,P92012,DR ANIS & ANIS,7.2
02H,P92639,SHAHBAZI SS,6.9
02H,P92005,ZAMAN,6.9
02H,Y02322,LEIGH FAMILY PRACTICE,6.9
02H,Y02886,INTRAHEALTH FAMILY PRACTICE,6.9
02G,P81136,DR A BISARYA,7.8
02G,P81774,DR A LITTLER,7.8
02G,P81772,NORTH MEOLS MEDICAL CENTRE,7.7
02G,P81727,COUNTY ROAD SURGERY,7.4
02G,P81208,DR SK SUR,6.5
02G,P81121,DR JL JAIN,6.3
02G,P81014,LEYLAND HOUSE SURGERY,6.1
02G,P81039,MANOR PRIMARY CARE,6.1
02G,P81138,BURSCOUGH FAMILY PRACTICE,6.0
02G,P81112,BEACON PRIMARY CARE,6.0
02F,N81093,WHITBY GROUP PRACTICE SURGERY  (RED),7.2
02F,N81095,THE GREAT SUTTON MEDICAL CENTRE (BLUE),7.2
02F,N81117,OLD HALL SURGERY,6.8
02F,N81102,HOOLE ROAD SURGERY,6.6
02F,N81091,WHITBY GROUP PRACTICE SURGERY  (BLACK),6.4
02F,N81023,WHITBY GROUP PRACTICE SURGERY  (GREEN),6.2
02F,N81050,THE GREAT SUTTON MEDICAL CENTRE (GREEN),6.1
02F,N81094,THE GREAT SUTTON MEDICAL CENTRE (RED),6.1
02F,N81060,NESTON SURGERY,6.0
02F,N81607,WESTMINSTER SURGERY,5.9
02E,N81097,THE ERIC MOORE HEALTH CENTRE (AWAN),8.7
02E,N81020,PENKETH HEALTH CENTRE,7.3
02E,N81036,THE BEWSEY STREET MEDICAL CENTRE,7.3
02E,N81056,FOLLY LANE MEDICAL CENTRE,7.1
02E,N81048,FEARNHEAD CROSS MEDICAL CENTRE,6.8
02E,N81628,THE ERIC MOORE PARTNERSHIP,6.8
02E,N81089,GREENBANK SURGERY,6.7
02E,N81012,GUARDIAN STREET MED/CENTRE,6.5
02E,N81065,LATCHFORD MEDICAL CENTRE,6.3
02E,N81645,FOUR SEASONS MEDICAL CENTRE,6.3
02D,N81024,SWANLOW MEDICAL CENTRE,7.2
02D,N81127,THE WEAVER VALE SURGERY,6.9
02D,N81061,WITTON STREET SURGERY,6.3
02D,N81025,FIRDALE MEDICAL CENTRE,6.3
02D,N81074,LAUNCESTON CLOSE SURGERY,6.0
02D,N81040,HIGH STREET PRACTICE WINSFORD,5.8
02D,N81087,DANEBRIDGE MEDICAL CENTRE,5.7
02D,N81113,MIDDLEWICH ROAD SURGERY,5.7
02D,N81051,THE WEAVERHAM SURGERY,5.2
02D,N81055,WATLING STREET SURGERY,5.2
02A,P91027,THE ALI MEDICAL PRACTICE,9.0
02A,P91020,THE BROOKS BAR MEDICAL CENTRE,7.6
02A,P91007,TIMPERLEY H.C. (WESTWOOD),7.2
02A,P91625,GLOUCESTER HOUSE MEDICAL CENTRE,7.1
02A,P91019,PARTINGTON CENTRAL SURGERY,6.9
02A,P91029,FAIRVIEW MEDICAL CENTRE,6.9
02A,P91615,GORSE HILL MEDICAL CENTRE,6.8
02A,P91619,OLD TRAFFORD MEDICAL PRACTICE,6.5
02A,P91629,CHESTER ROAD SURGERY,6.4
02A,P91026,PARTINGTON FAMILY PRACTICE,6.4
01Y,P89011,GORDON STREET MEDICAL CENTRE,9.2
01Y,P89030,WEST END MEDICAL CENTRE,8.3
01Y,P89609,STAMFORD HOUSE,8.2
01Y,P89003,ALBION MEDICAL PRACTICE,7.2
01Y,P89014,HAUGHTON/THORNLEY MEDICAL CENTRES,7.2
01Y,P89618,PIKE MEDICAL PRACTICE,7.1
01Y,P89613,WATERLOO MEDICAL CENTRE,7.1
01Y,P89026,GROSVENOR MEDICAL CENTRE,6.9
01Y,P89027,THE HOLLIES SURGERY,6.9
01Y,P89008,BEDFORD HOUSE MEDICAL CENTRE,6.7
01X,N83020,HAYDOCK MEDICAL CENTRE,7.9
01X,N83060,HOLLY BANK SURGERY,7.8
01X,N83003,ORMSKIRK HOUSE SURGERY,7.7
01X,N83017,HALL STREET MEDICAL CENTRE,7.5
01X,N83008,BERRYMEAD FAMILY MEDICAL CENTRE,7.3
01X,N83022,LIME GROVE SURGERY,7.2
01X,N83050,THE BOWERY MEDICAL CENTRE,7.1
01X,N83005,MARKET STREET,7.0
01X,N83010,THE VILLAGE SURGERY,7.0
01X,N83023,PARK HOUSE SURGERY,6.9
01W,P88010,HEATON NORRIS HEALTH CENTRE 2,9.0
01W,P88033,SHAW VILLA MEDICAL CENTRE,8.3
01W,P88600,THE SURGERY 1,8.2
01W,P88023,HEALD GREEN HEALTH CENTRE 2,7.5
01W,P88604,LOWFIELD SURGERY,7.3
01W,P88001,BRINNINGTON HEALTH CENTRE 1,7.0
01W,P88628,HOULDSWORTH MEDICAL CENTRE,6.7
01W,P88009,WOODLEY HEALTH CENTRE 2,6.5
01W,P88003,MANOR MEDICAL PRACTICE,6.4
01W,P88624,WOODLEY HEALTH CENTRE,6.3
01V,N84014,AINSDALE VILLAGE SURGERY,7.9
01V,N84613,THE CORNER SURGERY (DR MULLA),7.5
01V,N84611,ROE LANE SURGERY,7.3
01V,N84024,GRANGE SURGERY,6.8
01V,N84013,CURZON ROAD MEDICAL PRACTICE,6.5
01V,N84012,AINSDALE MEDICAL CENTRE,6.4
01V,Y02610,TRINITY PRACTICE,6.4
01V,N84006,CHAPEL LANE SURGERY,6.2
01V,N84037,LINCOLN HOUSE SURGERY,6.2
01V,N84005,CUMBERLAND HOUSE SURGERY,6.0
01T,N84605,LITHERLAND TOWN HALL HEALTH CENTRE (TAYLOR),8.8
01T,N84034,PARK STREET SURGERY,6.6
01T,N84622,MAGHULL HEALTH CENTRE (DR THOMAS),6.6
01T,N84035,15 SEFTON ROAD,6.4
01T,N84002,AINTREE ROAD MEDICAL CENTRE,6.3
01T,N84025,WESTWAY MEDICAL CENTRE,6.2
01T,N84015,BOOTLE VILLAGE SURGERY,6.1
01T,N84009,AZALEA SURGERY,6.1
01T,N84029,FORD MEDICAL PRACTICE,6.0
01T,N84004,GLOVERS LANE SURGERY,6.0
01R,N81068,GROSVENOR MEDICAL CENTRE,6.7
01R,N81039,OAKLANDS,6.6
01R,N81053,EARNSWOOD MEDICAL CENTRE,6.2
01R,N81015,THE DELAMERE PRACTICE,6.1
01R,N81010,NANTWICH HEALTH CENTRE,6.0
01R,N81071,CINDERHILL LANE SURGERY,5.8
01R,N81044,DP GPS HARDY & PTNRS,5.8
01R,N81043,HASLINGTON SURGERY,5.7
01R,N81047,THE KILTEARN MEDICAL CENTRE,5.7
01R,N81016,MILLCROFT MEDICAL CENTRE,5.7
01N,P84639,FALLOWFIELD MEDICAL CENTRE,7.9
01N,P84066,DAVID MEDICAL CENTRE - DR SHARMA,7.7
01N,P84665,AL-SHIFA MEDICAL CENTRE,7.7
01N,P84024,BOWLAND MEDICAL PRACTICE,6.8
01N,P84048,TREGENNA GROUP PRACTICE,6.8
01N,P84021,THE MAPLES MEDICAL CENTRE,6.7
01N,P84012,NORTHENDEN GROUP PRACTICE,6.5
01N,P84014,RK MEDICAL PRACTICE,6.5
01N,P84029,BENCHILL MEDICAL PRACTICE,6.5
01N,P84022,KINGSWAY GROUP PRACTICE,6.3
01M,P84640,QUEENS MEDICAL CENTRE,7.7
01M,P84030,NEW COLLEGIATE MEDICAL CENTRE,6.7
01M,P84046,CHEETHAM HILL PRIMARY CARE CENTRE,6.5
01M,P84645,PARKVIEW MEDICAL CENTRE,6.4
01M,P84059,THE FAMILY SURGERY,6.4
01M,P84054,WHITLEY ROAD MEDICAL CENTRE,6.4
01M,P84040,CONRAN MEDICAL CENTRE,6.3
01M,P84004,FIVE OAKS FAMILIY PRACTICE,6.2
01M,P84631,ARTANE MEDICAL CENTRE,6.2
01M,P84047,DROYLSDEN RD FAMILY PRACTICE,6.2
01K,P81153,THE WESTGATE MEDICAL PRACTICE,7.3
01K,Y01008,COASTAL MEDICAL GROUP,7.0
01K,P81091,OWEN ROAD SURGERY,6.4
01K,P81624,STRAWBERRY GDNS MEDICAL PRACTICE,6.0
01K,P81056,ROSEBANK SURGERY,5.8
01K,P81002,DALTON SQUARE PRACTICE,5.7
01K,P81190,LANDSCAPE,5.6
01K,P81006,WINDSOR SURGERY,5.5
01K,P81085,YORK BRIDGE SURGERY,5.5
01K,P81013,QUEEN SQUARE SURGERY,5.5
01J,N83024,DR M AHAMED'S PRACTICE,8.4
01J,N83025,CORNERWAYS MEDICAL CENTRE,8.3
01J,N83611,MK & NN RAHMAN,8.2
01J,N83633,NUTGROVE VILLA,7.6
01J,N83603,PRESCOT PRIMARY CARE RESOURCE CENTRE,7.5
01J,N83610,COLBY MEDICAL CENTRE,7.3
01J,N83043,LONGVIEW PRIMARY CARE CENTRE,7.1
01J,N83609,DR TM AUNG'S PRACTICE,7.0
01J,N83018,DR PL JONES' PRACTICE,6.9
01J,N83033,DR RI KING'S PRACTICE,6.6
01H,A82040,CATHERINE STREET SURGERY,8.2
01H,A82023,DISTINGTON SURGERY,7.6
01H,A82041,LOWTHER MEDICAL CENTRE,7.4
01H,A82032,MARYPORT HEALTH SERVICES,7.1
01H,A82064,WESTCROFT HOUSE SURGERY,7.0
01H,A82015,WARWICK ROAD SURGERY,6.9
01H,A82037,SILLOTH GROUP MEDICAL PRACTICE,6.9
01H,A82033,WATERLOO HOUSE SURGERY,6.8
01H,A82623,SOLWAY HEALTH SERVICES,6.7
01H,A82011,HARTINGTON STREET MEDICAL PRACTICE,6.7
01G,P87641,HIGHER BROUGHTON MEDICAL PRACTICE (1),7.3
01G,P87036,LOWER BROUGHTON MEDICAL PRACTICE (4),7.3
01G,P87637,THE NELSON FOLD MEDICAL PRACTICE,7.2
01G,P87630,CHERRY MEDICAL PRACTICE,7.2
01G,P87019,LOWRY MEDICAL PRACTICE,7.2
01G,P87015,PENDLETON MEDICAL CENTRE,7.2
01G,P87024,SPRINGFIELD HOUSE MEDICAL PRACTICE (3),7.1
01G,P87032,ORIENT ROAD MEDICAL PRACTICE,7.0
01G,P87618,MANCHESTER ROAD MEDICAL PRACTICE (7),6.6
01G,P87022,MOCHA PARADE MEDICAL PRACTICE,6.6
01F,N81019,CASTLEFIELDS,7.8
01F,N81045,PEELHOUSE MEDICAL PLAZA,7.6
01F,N81057,TOWER HOUSE PRACTICE,7.4
01F,N81119,UPTON MEDICAL CENTRE,7.2
01F,N81096,BROOKVALE PRACTICE,7.2
01F,N81066,GROVE HOUSE PRACTICE,6.9
01F,N81011,BEACONSFIELD SURGERY,6.6
01F,N81064,NEWTOWN SURGERY,6.5
01F,N81037,THE BEECHES MEDICAL CENTRE,6.5
01F,N81035,APPLETON VILLAGE SURGERY,6.3
01E,P81163,THE ST PAULS SURGERY,9.5
01E,P81647,DR JN JHA,9.1
01E,P81685,DR SZ SHAHID,8.8
01E,P81196,ISSA MEDICAL CENTRE - PATEL,7.8
01E,P81763,DR HP CHAKRABARTI,7.7
01E,P81046,PARK VIEW SURGERY,7.2
01E,P81071,THE NEW HALL LANE PRACTICE,6.8
01E,P81169,FISHERGATE HILL SURGERY,6.8
01E,P81667,ST. WALBURGE'S MEDICAL PRACTICE,6.7
01E,P81785,MEDICOM LTD,6.5
01D,P86622,DRAKE STREET SURGERY,8.3
01D,P86002,VICARS DRIVE SURGERY,7.6
01D,P86609,DR HB SYED,7.3
01D,Y02718,BIRTLE VIEW MEDICAL PRACTICE,6.7
01D,P86620,WINDERMERE SURGERY,6.7
01D,P86008,MARK STREET SURGERY,6.5
01D,P86023,HOPWOOD MEDICAL CENTRE,6.4
01D,P86007,WELLFIELD SURGERY,6.3
01D,P86018,LITTLEBOROUGH GROUP PRACTICE,6.3
01D,P86016,ARGYLE STREET MEDICAL CENTRE,6.1
01C,N81013,HIGH STREET SURGERY,6.5
01C,N81029,SOUTH PARK SURGERY,6.3
01C,N81073,PRIORSLEGH MEDICAL CENTRE,6.2
01C,N81049,ANNANDALE MEDICAL CENTRE,6.2
01C,N81027,READESMOOR MEDICAL GROUP PRACTICE,6.1
01C,N81052,LAWTON HOUSE SURGERY,6.0
01C,N81085,PARK LANE HOUSE MEDICAL CENTRE,5.9
01C,N81077,THE HEALTH CENTRE (HOLMES CHAPEL),5.7
01C,N81062,CUMBERLAND HOUSE SURGERY,5.7
01C,N81070,HANDFORTH HEALTH CENTRE,5.7
01A,P81797,BRIERFIELD PMS,9.8
01A,P81780,RUSKIN HEALTH CARE,9.7
01A,P81726,KING STREET MEDICAL CENTRE,9.4
01A,P81182,RICHMOND MEDICAL CENTRE,9.1
01A,P81731,DR JEHANGIR (SH),8.7
01A,P81736,WHITEFIELD HEALTHCARE,8.7
01A,P81170,DR MALIK & PARTNER,8.4
01A,P81166,KUSUM MEDICAL CENTRE,8.0
01A,P81174,MILLSIDE SURGERY,7.7
01A,P81641,THE HORSFIELD PRACTICE,7.3
00Y,Y02827,JOHN STREET MEDICAL PRACTICE,9.5
00Y,P85024,WESTWOOD MEDICAL PRACTICE,9.0
00Y,P85615,KAPUR FAMILY CARE,8.3
00Y,P85003,THE CHOWDHURY PRACTICE,8.2
00Y,P85605,LITTLETOWN FAMILY MEDICAL PRACTICE,8.2
00Y,P85613,MOHANTY PRACTICE,8.1
00Y,P85015,ALEXANDRA GROUP MEDICAL PRACTICE,7.7
00Y,P85621,SUN VALLEY MEDICAL PRACTICE,7.3
00Y,P85029,RADCLIFFE MEDICAL PRACTICE,7.2
00Y,P85001,DONALD WILDE MEDICAL CENTRE,7.2
00X,P81117,CENTRAL PARK SURGERY,7.4
00X,P81687,NEW LONGTON SURGERY,7.1
00X,P81127,CHORLEY HEALTH CENTRE - GALE,6.9
00X,P81038,CHORLEY HEALTH CENTRE - BAMFORD,6.8
00X,P81769,LOSTOCK HALL VILLAGE SURGERY,6.7
00X,P81033,COPPULL MEDICAL PRACTICE,6.7
00X,P81154,GRANVILLE HOUSE MEDICAL CENTRE,6.6
00X,P81082,THE RYAN MEDICAL CENTRE,6.5
00X,P81180,CLAYTON BROOK SURGERY,6.5
00X,P81062,REGENT HOUSE SURGERY,6.3
00W,P84626,WILMSLOW ROAD SURGERY,9.9
00W,P84668,DR CHAUDURY'S PRACTICE,8.4
00W,P84644,PARKSIDE SURGERY,7.8
00W,P84652,CORKLAND ROAD MEDICAL PRACTICE,7.7
00W,P84659,DR HUSSAIN'S PRACTICE,7.3
00W,P84635,ALEXANDRA RANGE,7.3
00W,P84642,DR DASS'S PRACTICE,7.3
00W,P84650,THE ALEXANDRA PRACTICE,7.1
00W,P84056,PRINCESS ROAD SURGERY,7.1
00W,P84009,AILSA CRAIG MEDICAL CENTRE,7.1
00V,P83611,WALMERSLEY ROAD MEDCIAL PRACTICE,7.4
00V,P83024,KNOWSLEY MEDICAL CENTRE,7.4
00V,P83609,THE BIRCHES MEDICAL CENTRE,6.3
00V,P83005,RIBBLESDALE GP-DR SUBBIAH,6.2
00V,P83011,UNSWORTH MEDICAL CENTRE,6.1
00V,P83603,RED BANK GROUP PRACTICE,6.1
00V,P83010,MONARCH MEDICAL CENTRE,6.0
00V,Y02660,THE RLC SURGERY,5.9
00V,P83608,THE ELMS MEDICAL CENTRE,5.9
00V,P83009,BLACKFORD HOUSE MEDICAL CENTRE,5.9
00T,P82004,SWAN LANE MEDICAL CENTRE,9.9
00T,P82629,PIKES LANE 2,9.8
00T,P82013,LEVER CHAMBERS 2,8.5
00T,Y00186,3D MEDICAL CENTRE,8.4
00T,P82652,FARNWORTH HEALTH CENTRE 2,8.0
00T,P82613,SPRING VIEW MEDICAL CENTRE,7.8
00T,P82009,ST. HELENS ROAD PRACTICE,7.6
00T,P82010,DALEFIELD SURGERY,7.6
00T,P82626,HALLIWELL SURGERY 3,7.5
00T,P82633,GREAT LEVER HEALTH CENTRE 1,7.4
00R,P81073,CLEVELEYS GROUP PRACTICE,8.0
00R,P81681,DR PARR-BURMAN'S SURGERY,8.0
00R,P81722,ASHFIELD MEDICAL CENTRE,7.7
00R,P81684,DR DP CHARLES' PRACTICE,7.7
00R,P81092,THE CRESCENT SURGERY,7.4
00R,P81629,DR DD MISTRY'S PRACTICE,6.8
00R,P81063,ST. PAULS MEDICAL CENTRE,6.8
00R,P81016,WATERLOO MEDICAL CENTRE,6.5
00R,P81074,DR SE PRIESTLEY'S PRACTICE,6.5
00R,P81042,ADELAIDE STREET SURGERY,6.4
00Q,P81643,DR Z BUX'S PRACTICE,9.9
00Q,P81683,DR A ALAM'S PRACTICE,9.6
00Q,P81724,PRINGLE STREET SURGERY,9.5
